,TOP0_WCH,TOP0_LCH,TOP0_TOTCH,TOP0_WRCH,JGL0_WCH,JGL0_LCH,JGL0_TOTCH,JGL0_WRCH,MID0_WCH,MID0_LCH,MID0_TOTCH,MID0_WRCH,ADC0_WCH,ADC0_LCH,ADC0_TOTCH,ADC0_WRCH,SUP0_WCH,SUP0_LCH,SUP0_TOTCH,SUP0_WRCH,TOP1_WCH,TOP1_LCH,TOP1_TOTCH,TOP1_WRCH,JGL1_WCH,JGL1_LCH,JGL1_TOTCH,JGL1_WRCH,MID1_WCH,MID1_LCH,MID1_TOTCH,MID1_WRCH,ADC1_WCH,ADC1_LCH,ADC1_TOTCH,ADC1_WRCH,SUP1_WCH,SUP1_LCH,SUP1_TOTCH,SUP1_WRCH
EUW1_6139921802,31.0,35.0,66.0,0.4696969696969697,7.0,3.0,10.0,0.7,11.0,11.0,22.0,0.5,15.0,17.0,32.0,0.46875,47.0,36.0,83.0,0.5662650602409639,12.0,6.0,18.0,0.6666666666666666,6.0,7.0,13.0,0.46153846153846156,14.0,15.0,29.0,0.4827586206896552,,,,,,,,
EUW1_6130860717,3.0,3.0,6.0,0.5,0.0,1.0,1.0,0.0,19.0,16.0,35.0,0.5428571428571428,61.0,52.0,113.0,0.5398230088495575,5.0,1.0,6.0,0.8333333333333334,83.0,79.0,162.0,0.5123456790123457,5.0,9.0,14.0,0.35714285714285715,34.0,22.0,56.0,0.6071428571428571,0.0,2.0,2.0,0.0,13.0,10.0,23.0,0.5652173913043478
EUW1_6141665623,39.0,29.0,68.0,0.5735294117647058,50.0,32.0,82.0,0.6097560975609756,15.0,17.0,32.0,0.46875,9.0,15.0,24.0,0.375,2.0,2.0,4.0,0.5,7.0,2.0,9.0,0.7777777777777778,321.0,324.0,645.0,0.49767441860465117,6.0,3.0,9.0,0.6666666666666666,27.0,26.0,53.0,0.5094339622641509,5.0,3.0,8.0,0.625
EUW1_5965256564,55.0,58.0,113.0,0.48672566371681414,35.0,23.0,58.0,0.603448275862069,1.0,0.0,1.0,1.0,35.0,36.0,71.0,0.49295774647887325,26.0,21.0,47.0,0.5531914893617021,1.0,0.0,1.0,1.0,3.0,9.0,12.0,0.25,14.0,8.0,22.0,0.6363636363636364,,,,,18.0,13.0,31.0,0.5806451612903226
EUW1_6141828029,28.0,33.0,61.0,0.45901639344262296,0.0,1.0,1.0,0.0,46.0,40.0,86.0,0.5348837209302325,4.0,11.0,15.0,0.26666666666666666,10.0,8.0,18.0,0.5555555555555556,1.0,0.0,1.0,1.0,1.0,2.0,3.0,0.3333333333333333,3.0,7.0,10.0,0.3,1.0,6.0,7.0,0.14285714285714285,,,,
EUW1_6140876312,19.0,12.0,31.0,0.6129032258064516,0.0,1.0,1.0,0.0,24.0,19.0,43.0,0.5581395348837209,0.0,1.0,1.0,0.0,68.0,50.0,118.0,0.576271186440678,0.0,0.0,0.0,0.5,19.0,21.0,40.0,0.475,11.0,7.0,18.0,0.6111111111111112,32.0,22.0,54.0,0.5925925925925926,1.0,1.0,2.0,0.5
EUW1_6141615966,3.0,5.0,8.0,0.375,414.0,350.0,764.0,0.5418848167539267,408.0,388.0,796.0,0.5125628140703518,48.0,33.0,81.0,0.5925925925925926,126.0,119.0,245.0,0.5142857142857142,0.0,1.0,1.0,0.0,67.0,39.0,106.0,0.6320754716981132,1.0,3.0,4.0,0.25,22.0,17.0,39.0,0.5641025641025641,8.0,10.0,18.0,0.4444444444444444
EUW1_5794976656,277.0,248.0,525.0,0.5276190476190477,97.0,106.0,203.0,0.47783251231527096,10.0,5.0,15.0,0.6666666666666666,12.0,10.0,22.0,0.5454545454545454,75.0,58.0,133.0,0.5639097744360902,47.0,25.0,72.0,0.6527777777777778,53.0,24.0,77.0,0.6883116883116883,15.0,7.0,22.0,0.6818181818181818,10.0,10.0,20.0,0.5,70.0,51.0,121.0,0.5785123966942148
EUW1_6141340158,1.0,3.0,4.0,0.25,294.0,258.0,552.0,0.532608695652174,1.0,0.0,1.0,1.0,,,,,3.0,6.0,9.0,0.3333333333333333,33.0,32.0,65.0,0.5076923076923077,46.0,25.0,71.0,0.647887323943662,,,,,82.0,89.0,171.0,0.47953216374269003,16.0,22.0,38.0,0.42105263157894735
EUW1_6018747058,13.0,5.0,18.0,0.7222222222222222,33.0,29.0,62.0,0.532258064516129,6.0,5.0,11.0,0.5454545454545454,5.0,8.0,13.0,0.38461538461538464,2.0,1.0,3.0,0.6666666666666666,70.0,56.0,126.0,0.5555555555555556,127.0,103.0,230.0,0.5521739130434783,20.0,19.0,39.0,0.5128205128205128,2.0,4.0,6.0,0.3333333333333333,233.0,177.0,410.0,0.5682926829268292
EUW1_6141595213,,,,,,,,,,,,,7.0,5.0,12.0,0.5833333333333334,,,,,,,,,,,,,121.0,107.0,228.0,0.5307017543859649,,,,,,,,
EUW1_6077802988,12.0,18.0,30.0,0.4,7.0,7.0,14.0,0.5,,,,,20.0,17.0,37.0,0.5405405405405406,,,,,0.0,0.0,0.0,0.5,52.0,61.0,113.0,0.46017699115044247,,,,,10.0,5.0,15.0,0.6666666666666666,0.0,1.0,1.0,0.0
EUW1_6139972610,0.0,0.0,0.0,0.5,12.0,15.0,27.0,0.4444444444444444,2.0,3.0,5.0,0.4,6.0,4.0,10.0,0.6,22.0,31.0,53.0,0.41509433962264153,388.0,358.0,746.0,0.5201072386058981,4.0,8.0,12.0,0.3333333333333333,57.0,68.0,125.0,0.456,7.0,7.0,14.0,0.5,1.0,0.0,1.0,1.0
EUW1_6098453549,72.0,68.0,140.0,0.5142857142857142,0.0,0.0,0.0,0.5,7.0,11.0,18.0,0.3888888888888889,6.0,5.0,11.0,0.5454545454545454,69.0,56.0,125.0,0.552,18.0,17.0,35.0,0.5142857142857142,80.0,80.0,160.0,0.5,6.0,7.0,13.0,0.46153846153846156,10.0,11.0,21.0,0.47619047619047616,37.0,47.0,84.0,0.44047619047619047
EUW1_5753994359,9.0,16.0,25.0,0.36,18.0,3.0,21.0,0.8571428571428571,42.0,29.0,71.0,0.5915492957746479,37.0,36.0,73.0,0.5068493150684932,18.0,17.0,35.0,0.5142857142857142,59.0,54.0,113.0,0.5221238938053098,6.0,4.0,10.0,0.6,8.0,5.0,13.0,0.6153846153846154,52.0,42.0,94.0,0.5531914893617021,4.0,4.0,8.0,0.5
EUW1_6140628779,3.0,2.0,5.0,0.6,,,,,9.0,8.0,17.0,0.5294117647058824,4.0,2.0,6.0,0.6666666666666666,98.0,82.0,180.0,0.5444444444444444,5.0,1.0,6.0,0.8333333333333334,6.0,4.0,10.0,0.6,36.0,32.0,68.0,0.5294117647058824,7.0,6.0,13.0,0.5384615384615384,,,,
EUW1_6089187854,0.0,1.0,1.0,0.0,2.0,0.0,2.0,1.0,62.0,63.0,125.0,0.496,0.0,2.0,2.0,0.0,61.0,47.0,108.0,0.5648148148148148,1.0,2.0,3.0,0.3333333333333333,,,,,36.0,24.0,60.0,0.6,170.0,164.0,334.0,0.5089820359281437,44.0,28.0,72.0,0.6111111111111112
EUW1_6132236665,17.0,15.0,32.0,0.53125,23.0,20.0,43.0,0.5348837209302325,2.0,3.0,5.0,0.4,2.0,1.0,3.0,0.6666666666666666,13.0,5.0,18.0,0.7222222222222222,2.0,2.0,4.0,0.5,19.0,25.0,44.0,0.4318181818181818,35.0,30.0,65.0,0.5384615384615384,16.0,13.0,29.0,0.5517241379310345,49.0,38.0,87.0,0.5632183908045977
EUW1_6140344987,29.0,29.0,58.0,0.5,51.0,39.0,90.0,0.5666666666666667,16.0,9.0,25.0,0.64,,,,,,,,,0.0,1.0,1.0,0.0,32.0,22.0,54.0,0.5925925925925926,0.0,1.0,1.0,0.0,5.0,5.0,10.0,0.5,,,,
EUW1_6084850251,11.0,8.0,19.0,0.5789473684210527,0.0,3.0,3.0,0.0,55.0,36.0,91.0,0.6043956043956044,7.0,8.0,15.0,0.4666666666666667,5.0,4.0,9.0,0.5555555555555556,2.0,1.0,3.0,0.6666666666666666,16.0,4.0,20.0,0.8,14.0,14.0,28.0,0.5,1.0,0.0,1.0,1.0,1.0,2.0,3.0,0.3333333333333333
EUW1_6134697196,61.0,57.0,118.0,0.5169491525423728,5.0,4.0,9.0,0.5555555555555556,1.0,7.0,8.0,0.125,5.0,4.0,9.0,0.5555555555555556,35.0,34.0,69.0,0.5072463768115942,5.0,1.0,6.0,0.8333333333333334,21.0,13.0,34.0,0.6176470588235294,4.0,2.0,6.0,0.6666666666666666,190.0,130.0,320.0,0.59375,16.0,12.0,28.0,0.5714285714285714
EUW1_6117062472,25.0,18.0,43.0,0.5813953488372093,5.0,6.0,11.0,0.45454545454545453,0.0,0.0,0.0,0.5,35.0,32.0,67.0,0.5223880597014925,13.0,10.0,23.0,0.5652173913043478,0.0,0.0,0.0,0.5,141.0,123.0,264.0,0.5340909090909091,5.0,2.0,7.0,0.7142857142857143,147.0,130.0,277.0,0.5306859205776173,177.0,176.0,353.0,0.5014164305949008
EUW1_6135257960,60.0,42.0,102.0,0.5882352941176471,9.0,15.0,24.0,0.375,1.0,11.0,12.0,0.08333333333333333,17.0,12.0,29.0,0.5862068965517241,9.0,4.0,13.0,0.6923076923076923,177.0,153.0,330.0,0.5363636363636364,0.0,1.0,1.0,0.0,139.0,112.0,251.0,0.5537848605577689,13.0,5.0,18.0,0.7222222222222222,13.0,9.0,22.0,0.5909090909090909
EUW1_6111955506,2.0,0.0,2.0,1.0,,,,,1.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,10.0,8.0,18.0,0.5555555555555556,0.0,1.0,1.0,0.0,6.0,18.0,24.0,0.25
EUW1_6140397265,4.0,7.0,11.0,0.36363636363636365,236.0,217.0,453.0,0.5209713024282561,2.0,2.0,4.0,0.5,4.0,6.0,10.0,0.4,140.0,120.0,260.0,0.5384615384615384,15.0,11.0,26.0,0.5769230769230769,119.0,70.0,189.0,0.6296296296296297,16.0,14.0,30.0,0.5333333333333333,10.0,19.0,29.0,0.3448275862068966,31.0,32.0,63.0,0.49206349206349204
EUW1_6026447843,85.0,68.0,153.0,0.5555555555555556,23.0,14.0,37.0,0.6216216216216216,246.0,154.0,400.0,0.615,14.0,13.0,27.0,0.5185185185185185,37.0,30.0,67.0,0.5522388059701493,2.0,5.0,7.0,0.2857142857142857,303.0,289.0,592.0,0.5118243243243243,105.0,72.0,177.0,0.5932203389830508,3.0,4.0,7.0,0.42857142857142855,0.0,0.0,0.0,0.5
EUW1_6141369927,2.0,2.0,4.0,0.5,2.0,3.0,5.0,0.4,15.0,19.0,34.0,0.4411764705882353,25.0,20.0,45.0,0.5555555555555556,20.0,20.0,40.0,0.5,33.0,23.0,56.0,0.5892857142857143,1422.0,1315.0,2737.0,0.5195469492144684,,,,,3.0,3.0,6.0,0.5,179.0,169.0,348.0,0.514367816091954
EUW1_6123858423,,,,,,,,,1.0,7.0,8.0,0.125,16.0,21.0,37.0,0.43243243243243246,,,,,4.0,0.0,4.0,1.0,2.0,0.0,2.0,1.0,3.0,0.0,3.0,1.0,,,,,,,,
EUW1_6088034963,18.0,19.0,37.0,0.4864864864864865,33.0,22.0,55.0,0.6,5.0,2.0,7.0,0.7142857142857143,57.0,41.0,98.0,0.5816326530612245,0.0,1.0,1.0,0.0,2.0,5.0,7.0,0.2857142857142857,121.0,111.0,232.0,0.521551724137931,15.0,6.0,21.0,0.7142857142857143,114.0,78.0,192.0,0.59375,194.0,154.0,348.0,0.5574712643678161
EUW1_6141802216,8.0,10.0,18.0,0.4444444444444444,0.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,1.0,2.0,3.0,0.3333333333333333,11.0,8.0,19.0,0.5789473684210527,248.0,220.0,468.0,0.5299145299145299,1.0,0.0,1.0,1.0,30.0,21.0,51.0,0.5882352941176471,5.0,3.0,8.0,0.625,4.0,0.0,4.0,1.0
EUW1_6095029013,5.0,7.0,12.0,0.4166666666666667,2.0,5.0,7.0,0.2857142857142857,26.0,39.0,65.0,0.4,14.0,9.0,23.0,0.6086956521739131,2.0,3.0,5.0,0.4,41.0,43.0,84.0,0.4880952380952381,,,,,125.0,114.0,239.0,0.5230125523012552,6.0,5.0,11.0,0.5454545454545454,137.0,135.0,272.0,0.5036764705882353
EUW1_6140600783,,,,,21.0,25.0,46.0,0.45652173913043476,69.0,43.0,112.0,0.6160714285714286,2.0,2.0,4.0,0.5,1.0,4.0,5.0,0.2,6.0,6.0,12.0,0.5,6.0,8.0,14.0,0.42857142857142855,241.0,150.0,391.0,0.6163682864450127,,,,,36.0,27.0,63.0,0.5714285714285714
EUW1_6135832497,,,,,,,,,,,,,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,,,,,0.0,3.0,3.0,0.0,,,,,6.0,3.0,9.0,0.6666666666666666,,,,
EUW1_6121569096,,,,,,,,,0.0,2.0,2.0,0.0,,,,,3.0,1.0,4.0,0.75,73.0,48.0,121.0,0.6033057851239669,,,,,,,,,3.0,2.0,5.0,0.6,,,,
EUW1_6133408307,0.0,0.0,0.0,0.5,4.0,5.0,9.0,0.4444444444444444,1.0,2.0,3.0,0.3333333333333333,44.0,24.0,68.0,0.6470588235294118,21.0,28.0,49.0,0.42857142857142855,5.0,6.0,11.0,0.45454545454545453,12.0,11.0,23.0,0.5217391304347826,4.0,4.0,8.0,0.5,2.0,1.0,3.0,0.6666666666666666,5.0,4.0,9.0,0.5555555555555556
EUW1_6141743143,1.0,3.0,4.0,0.25,18.0,16.0,34.0,0.5294117647058824,39.0,29.0,68.0,0.5735294117647058,39.0,24.0,63.0,0.6190476190476191,4.0,0.0,4.0,1.0,0.0,2.0,2.0,0.0,428.0,299.0,727.0,0.5887207702888583,391.0,329.0,720.0,0.5430555555555555,3.0,6.0,9.0,0.3333333333333333,1.0,2.0,3.0,0.3333333333333333
EUW1_6141107327,3.0,4.0,7.0,0.42857142857142855,13.0,7.0,20.0,0.65,4.0,2.0,6.0,0.6666666666666666,13.0,19.0,32.0,0.40625,5.0,3.0,8.0,0.625,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,1.0,4.0,0.75,92.0,61.0,153.0,0.6013071895424836,76.0,72.0,148.0,0.5135135135135135
EUW1_5909389440,5.0,9.0,14.0,0.35714285714285715,10.0,7.0,17.0,0.5882352941176471,3.0,5.0,8.0,0.375,29.0,24.0,53.0,0.5471698113207547,42.0,47.0,89.0,0.47191011235955055,12.0,21.0,33.0,0.36363636363636365,8.0,5.0,13.0,0.6153846153846154,3.0,9.0,12.0,0.25,6.0,9.0,15.0,0.4,2.0,4.0,6.0,0.3333333333333333
EUW1_6135726547,0.0,2.0,2.0,0.0,41.0,45.0,86.0,0.47674418604651164,2.0,1.0,3.0,0.6666666666666666,2.0,2.0,4.0,0.5,3.0,9.0,12.0,0.25,33.0,40.0,73.0,0.4520547945205479,1.0,3.0,4.0,0.25,3.0,0.0,3.0,1.0,26.0,15.0,41.0,0.6341463414634146,103.0,85.0,188.0,0.5478723404255319
