,Y,TOP0_LVL,TOP0_TOTAL,TOP0_GWR,TOP0_WR,TOP0_NB,TOP0_HOT,TOP0_FILL,TOP0_RANK,TOP0_KDA,TOP0_KDAG,TOP0_VS,TOP0_MAS,TOP0_WCH,TOP0_LCH,TOP0_TOTCH,TOP0_WRCH,JGL0_LVL,JGL0_TOTAL,JGL0_GWR,JGL0_WR,JGL0_NB,JGL0_HOT,JGL0_FILL,JGL0_RANK,JGL0_KDA,JGL0_KDAG,JGL0_VS,JGL0_MAS,JGL0_WCH,JGL0_LCH,JGL0_TOTCH,JGL0_WRCH,MID0_LVL,MID0_TOTAL,MID0_GWR,MID0_WR,MID0_NB,MID0_HOT,MID0_FILL,MID0_RANK,MID0_KDA,MID0_KDAG,MID0_VS,MID0_MAS,MID0_WCH,MID0_LCH,MID0_TOTCH,MID0_WRCH,ADC0_LVL,ADC0_TOTAL,ADC0_GWR,ADC0_WR,ADC0_NB,ADC0_HOT,ADC0_FILL,ADC0_RANK,ADC0_KDA,ADC0_KDAG,ADC0_VS,ADC0_MAS,ADC0_WCH,ADC0_LCH,ADC0_TOTCH,ADC0_WRCH,SUP0_LVL,SUP0_TOTAL,SUP0_GWR,SUP0_WR,SUP0_NB,SUP0_HOT,SUP0_FILL,SUP0_RANK,SUP0_KDA,SUP0_KDAG,SUP0_VS,SUP0_MAS,SUP0_WCH,SUP0_LCH,SUP0_TOTCH,SUP0_WRCH,TOP1_LVL,TOP1_TOTAL,TOP1_GWR,TOP1_WR,TOP1_NB,TOP1_HOT,TOP1_FILL,TOP1_RANK,TOP1_KDA,TOP1_KDAG,TOP1_VS,TOP1_MAS,TOP1_WCH,TOP1_LCH,TOP1_TOTCH,TOP1_WRCH,JGL1_LVL,JGL1_TOTAL,JGL1_GWR,JGL1_WR,JGL1_NB,JGL1_HOT,JGL1_FILL,JGL1_RANK,JGL1_KDA,JGL1_KDAG,JGL1_VS,JGL1_MAS,JGL1_WCH,JGL1_LCH,JGL1_TOTCH,JGL1_WRCH,MID1_LVL,MID1_TOTAL,MID1_GWR,MID1_WR,MID1_NB,MID1_HOT,MID1_FILL,MID1_RANK,MID1_KDA,MID1_KDAG,MID1_VS,MID1_MAS,MID1_WCH,MID1_LCH,MID1_TOTCH,MID1_WRCH,ADC1_LVL,ADC1_TOTAL,ADC1_GWR,ADC1_WR,ADC1_NB,ADC1_HOT,ADC1_FILL,ADC1_RANK,ADC1_KDA,ADC1_KDAG,ADC1_VS,ADC1_MAS,ADC1_WCH,ADC1_LCH,ADC1_TOTCH,ADC1_WRCH,SUP1_LVL,SUP1_TOTAL,SUP1_GWR,SUP1_WR,SUP1_NB,SUP1_HOT,SUP1_FILL,SUP1_RANK,SUP1_KDA,SUP1_KDAG,SUP1_VS,SUP1_MAS,SUP1_WCH,SUP1_LCH,SUP1_TOTCH,SUP1_WRCH
EUW1_6140157581,1.0,721.0,671.0,0.509687,1.0,1.0,0.0,1.0,1731.0,1.1666666,2.4285715,-5.3,566367.0,29.0,21.0,50.0,0.58,482.0,429.0,0.5221445,0.5,0.0,0.0,0.0,1612.0,0.0,2.0357144,-2.4,753962.0,99.0,54.0,153.0,0.64705884,219.0,828.0,0.5217391,0.5,4.0,0.0,0.0,1619.0,2.8888888,2.8,1.6,440263.0,137.0,89.0,226.0,0.6061947,282.0,223.0,0.5201794,0.5,0.0,1.0,0.0,1573.0,0.0,3.4375,3.4,23343.0,0.0,2.0,2.0,0.0,105.0,244.0,0.53688526,0.5,2.0,1.0,0.0,1852.0,2.5882354,4.178571,5.5,202760.0,51.0,39.0,90.0,0.56666666,204.0,384.0,0.5026042,0.5,0.0,0.0,1.0,1600.0,0.0,1.24,5.3,22119.0,4.0,5.0,9.0,0.44444445,137.0,67.0,0.52238804,0.5,4.0,0.0,0.0,1306.0,2.8125,1.8928572,2.4,39180.0,21.0,18.0,39.0,0.53846157,264.0,163.0,0.49079755,0.5,2.0,0.0,1.0,1614.0,1.625,1.7575758,-1.6,3244.0,1.0,2.0,3.0,0.33333334,116.0,749.0,0.48731643,0.0,2.0,0.0,0.0,1632.0,1.6666666,1.826087,-3.4,235404.0,183.0,182.0,365.0,0.50136983,698.0,626.0,0.49520767,0.5,0.0,0.0,0.0,1448.0,0.0,2.2380953,-5.5,930954.0,134.0,107.0,241.0,0.5560166
EUW1_6141371339,1.0,253.0,409.0,0.51589245,0.5,0.0,0.0,1.0,1843.0,0.0,3.0357144,-0.5,51146.0,43.0,39.0,82.0,0.5243902,346.0,711.0,0.5063291,0.5,0.0,0.0,1.0,1675.0,0.0,1.1818181,0.7,16385.0,8.0,8.0,16.0,0.5,381.0,1115.0,0.5165919,0.5,0.0,0.0,0.0,1860.0,0.0,1.0952381,1.1,76519.0,39.0,24.0,63.0,0.61904764,339.0,579.0,0.48013818,0.5,0.0,0.0,1.0,1761.0,0.0,1.8666667,-1.7,125178.0,1.0,10.0,11.0,0.09090909,724.0,1134.0,0.5026455,0.0,1.0,0.0,0.0,1700.0,1.4444444,3.7272727,-3.6,289299.0,88.0,78.0,166.0,0.5301205,363.0,569.0,0.50615114,0.5,0.0,0.0,1.0,1875.0,0.0,2.7916667,0.5,71897.0,36.0,33.0,69.0,0.5217391,669.0,2484.0,0.49758455,0.5,0.0,0.0,0.0,1647.0,0.0,2.25,-0.7,2141492.0,570.0,468.0,1038.0,0.54913294,257.0,487.0,0.51129365,0.5,0.0,0.0,1.0,1726.0,0.0,1.8275862,-1.1,77209.0,57.0,31.0,88.0,0.64772725,65.0,95.0,0.58947366,1.0,2.0,1.0,0.0,1601.0,2.4444444,3.2272727,1.7,16363.0,7.0,2.0,9.0,0.7777778,372.0,1334.0,0.5089955,0.0,1.0,0.0,0.0,1776.0,1.6666666,2.047619,3.6,379513.0,128.0,110.0,238.0,0.53781515
EUW1_6106141683,0.0,420.0,196.0,0.47959185,0.33333334,3.0,0.0,0.0,1600.0,1.1428572,1.3076923,0.6,356692.0,35.0,20.0,55.0,0.6363636,351.0,1700.0,0.5135294,0.5,0.0,0.0,0.0,2634.0,0.0,2.2857144,-0.9,170846.0,33.0,30.0,63.0,0.52380955,256.0,145.0,0.5241379,0.6,5.0,0.0,0.0,1934.0,3.6666667,3.6666667,-1.6,89166.0,0.0,2.0,2.0,0.0,298.0,54.0,0.6296296,0.5,0.0,0.0,1.0,1601.0,0.0,2.851852,-2.2,15348.0,,,,,232.0,92.0,0.59782606,1.0,2.0,1.0,1.0,1715.0,5.2222223,2.7692308,-0.7,61275.0,12.0,8.0,20.0,0.6,128.0,62.0,0.46774194,0.0,1.0,0.0,1.0,1200.0,1.3333334,2.0294118,-0.6,27294.0,1.0,5.0,6.0,0.16666667,114.0,69.0,0.5652174,0.6,5.0,0.0,0.0,1756.0,4.368421,4.368421,0.9,199767.0,33.0,25.0,58.0,0.5689655,307.0,169.0,0.5029586,0.5,0.0,0.0,0.0,2202.0,0.0,2.875,1.6,756047.0,0.0,1.0,1.0,0.0,321.0,72.0,0.5555556,0.5,0.0,1.0,0.0,1262.0,0.0,3.8,2.2,46870.0,7.0,6.0,13.0,0.53846157,271.0,428.0,0.49532712,0.5,0.0,0.0,0.0,1775.0,0.0,2.0,0.7,25409.0,1.0,2.0,3.0,0.33333334
EUW1_6140349108,0.0,287.0,608.0,0.51644737,0.5,0.0,0.0,1.0,1675.0,0.0,2.8148148,-0.2,9480.0,0.0,0.0,0.0,0.5,41.0,73.0,0.5479452,0.5,0.0,0.0,0.0,1564.0,0.0,2.65625,-0.9,7140.0,6.0,3.0,9.0,0.6666667,54.0,170.0,0.5235294,0.5,0.0,0.0,0.0,1715.0,0.0,1.9743589,-2.7,3120.0,0.0,0.0,0.0,0.5,298.0,321.0,0.5077882,1.0,1.0,0.0,1.0,1730.0,4.4,1.8095238,-0.1,38061.0,1.0,1.0,2.0,0.5,449.0,451.0,0.49445677,0.5,2.0,0.0,0.0,1744.0,2.0714285,1.6129032,0.6,819980.0,188.0,164.0,352.0,0.53409094,52.0,147.0,0.53061223,0.5,2.0,0.0,1.0,1700.0,1.6666666,1.2727273,0.2,16023.0,8.0,7.0,15.0,0.53333336,388.0,992.0,0.50504035,0.0,4.0,0.0,0.0,1702.0,1.074074,1.382353,0.9,1393617.0,379.0,295.0,674.0,0.5623145,591.0,278.0,0.5323741,0.5,0.0,0.0,0.0,1800.0,0.0,1.7272727,2.7,48227.0,3.0,3.0,6.0,0.5,812.0,1177.0,0.49872556,0.0,1.0,0.0,0.0,1800.0,4.0,3.2727273,0.1,886083.0,220.0,223.0,443.0,0.496614,267.0,763.0,0.5190039,0.5,0.0,0.0,0.0,1760.0,0.0,3.1111112,-0.6,197578.0,45.0,46.0,91.0,0.4945055
EUW1_6141857883,1.0,740.0,848.0,0.49292454,0.5,0.0,0.0,1.0,1679.0,0.0,4.4117646,-1.7,157043.0,34.0,26.0,60.0,0.56666666,349.0,707.0,0.4950495,0.5,0.0,0.0,1.0,1633.0,0.0,3.6,2.6,11862.0,3.0,1.0,4.0,0.75,119.0,445.0,0.53258425,0.2,5.0,0.0,0.0,1600.0,1.36,1.36,-2.6,164251.0,148.0,131.0,279.0,0.53046596,278.0,678.0,0.48967552,0.5,0.0,0.0,1.0,1724.0,0.0,1.6304348,-1.7,117150.0,13.0,17.0,30.0,0.43333334,344.0,691.0,0.50506514,0.0,1.0,0.0,0.0,1800.0,2.1666667,3.2916667,-2.7,191532.0,59.0,47.0,106.0,0.5566038,258.0,404.0,0.5668317,1.0,1.0,0.0,0.0,1996.0,4.3333335,3.7058823,1.7,98301.0,11.0,9.0,20.0,0.55,430.0,95.0,0.3263158,0.5,0.0,0.0,0.0,1524.0,0.0,3.0769231,-2.6,33953.0,2.0,2.0,4.0,0.5,400.0,726.0,0.5082645,0.5,0.0,1.0,0.0,1701.0,0.0,1.9047619,2.6,5445.0,4.0,1.0,5.0,0.8,510.0,805.0,0.49068323,0.5,0.0,1.0,0.0,1674.0,0.0,2.3333333,1.7,340717.0,113.0,76.0,189.0,0.5978836,372.0,885.0,0.5118644,0.0,1.0,0.0,0.0,1733.0,0.5714286,3.1333334,2.7,104733.0,39.0,56.0,95.0,0.4105263
EUW1_6140465030,1.0,369.0,103.0,0.5145631,0.5,0.0,1.0,0.0,1785.0,0.0,2.2727273,-2.4,16106.0,1.0,1.0,2.0,0.5,78.0,206.0,0.5,1.0,2.0,0.0,0.0,1436.0,2.142857,2.0789473,-0.8,29083.0,24.0,23.0,47.0,0.5106383,392.0,743.0,0.5154778,0.0,1.0,0.0,1.0,1626.0,0.71428573,0.82857144,2.7,16847.0,3.0,4.0,7.0,0.42857143,401.0,150.0,0.5133333,0.0,4.0,0.0,0.0,1400.0,2.3529413,2.631579,3.1,49555.0,0.0,0.0,0.0,0.5,392.0,59.0,0.6101695,0.5,0.0,0.0,0.0,1605.0,0.0,2.3333333,0.6,50414.0,5.0,8.0,13.0,0.3846154,102.0,257.0,0.5486381,0.0,3.0,0.0,0.0,1600.0,1.4,1.5666667,2.4,113343.0,84.0,71.0,155.0,0.5419355,139.0,428.0,0.52102804,0.5,0.0,0.0,1.0,1746.0,0.0,2.6666667,0.8,249.0,0.0,0.0,0.0,0.5,428.0,439.0,0.5170843,0.5,0.0,0.0,0.0,1633.0,0.0,1.1136364,-2.7,118866.0,16.0,21.0,37.0,0.43243244,378.0,628.0,0.5127388,0.5,0.0,0.0,0.0,1600.0,0.0,1.0294118,-3.1,9126.0,0.0,1.0,1.0,0.0,123.0,471.0,0.53503186,0.5,0.0,0.0,1.0,1601.0,0.0,4.1153846,-0.6,7265.0,6.0,5.0,11.0,0.54545456
EUW1_6053011695,0.0,471.0,262.0,0.48473284,0.5,0.0,0.0,1.0,1494.0,0.0,2.5517242,-2.3,178290.0,73.0,60.0,133.0,0.5488722,124.0,334.0,0.52095807,0.5,0.0,0.0,1.0,1215.0,0.0,2.4333334,-0.7,10939.0,8.0,7.0,15.0,0.53333336,198.0,740.0,0.5,1.0,1.0,0.0,1.0,1628.0,13.0,3.6086957,-6.5,125984.0,44.0,38.0,82.0,0.5365854,249.0,728.0,0.49175823,0.5,0.0,0.0,0.0,1400.0,0.0,1.3846154,4.4,66008.0,9.0,8.0,17.0,0.5294118,177.0,896.0,0.50223213,0.5,0.0,0.0,1.0,1626.0,0.0,0.9354839,-0.5,142203.0,53.0,43.0,96.0,0.5520833,199.0,55.0,0.4181818,0.33333334,3.0,0.0,0.0,1375.0,2.7,2.2702703,2.3,133576.0,16.0,15.0,31.0,0.516129,91.0,305.0,0.47213113,0.5,0.0,0.0,1.0,1415.0,0.0,1.8857143,0.7,4715.0,2.0,9.0,11.0,0.18181819,226.0,227.0,0.50220263,0.5,0.0,0.0,0.0,1464.0,0.0,1.5121951,6.5,61587.0,,,,,259.0,141.0,0.5035461,1.0,1.0,0.0,1.0,1332.0,6.4,5.733333,-4.4,459092.0,50.0,39.0,89.0,0.56179774,95.0,130.0,0.50769234,1.0,1.0,0.0,1.0,1732.0,6.5,3.6818182,0.5,45245.0,33.0,23.0,56.0,0.58928573
EUW1_6133505308,1.0,70.0,219.0,0.5753425,0.33333334,3.0,0.0,0.0,2104.0,3.4444444,3.5625,-0.1,83951.0,79.0,53.0,132.0,0.5984849,158.0,123.0,0.58536583,0.5,4.0,0.0,0.0,1543.0,3.1,3.1,1.1,39867.0,11.0,11.0,22.0,0.5,413.0,119.0,0.49579832,0.5,0.0,1.0,0.0,2001.0,0.0,1.6363636,-2.8,152541.0,3.0,6.0,9.0,0.33333334,388.0,846.0,0.50591016,0.5,0.0,0.0,0.0,1815.0,0.0,3.5263157,-0.4,60708.0,44.0,36.0,80.0,0.55,39.0,20.0,0.7,0.5,0.0,0.0,0.0,1498.0,0.0,3.1,0.1,6883.0,0.0,0.0,0.0,0.5,267.0,1028.0,0.49805447,0.5,0.0,0.0,1.0,1775.0,0.0,1.4,0.1,64692.0,5.0,11.0,16.0,0.3125,91.0,64.0,0.640625,1.0,1.0,0.0,0.0,1732.0,3.0,3.92,-1.1,2421.0,2.0,1.0,3.0,0.6666667,48.0,186.0,0.5430108,1.0,4.0,1.0,0.0,1876.0,2.84375,2.84375,2.8,113499.0,68.0,53.0,121.0,0.56198347,70.0,87.0,0.57471263,0.5,0.0,1.0,1.0,1958.0,0.0,3.6470587,0.4,12428.0,11.0,7.0,18.0,0.6111111,522.0,18.0,0.6666667,0.5,0.0,0.0,1.0,1351.0,0.0,2.1935484,-0.1,171993.0,10.0,10.0,20.0,0.5
EUW1_5962017967,1.0,87.0,424.0,0.5235849,0.5,0.0,0.0,1.0,2032.0,0.0,2.36,0.8,6952.0,4.0,4.0,8.0,0.5,341.0,364.0,0.49175823,0.5,0.0,0.0,1.0,1600.0,0.0,1.6875,-0.3,31381.0,,,,,388.0,572.0,0.506993,0.5,0.0,0.0,1.0,1666.0,0.0,2.3142858,-0.2,35519.0,10.0,7.0,17.0,0.5882353,74.0,357.0,0.5182073,0.5,0.0,0.0,1.0,1848.0,0.0,1.6486486,-1.1,22156.0,19.0,17.0,36.0,0.5277778,245.0,234.0,0.525641,0.8,5.0,1.0,0.0,1635.0,6.6666665,6.6666665,-1.4,286000.0,61.0,53.0,114.0,0.5350877,589.0,848.0,0.5117925,0.5,2.0,0.0,0.0,1819.0,1.45,1.9444444,-0.8,177605.0,78.0,70.0,148.0,0.527027,225.0,1837.0,0.5122482,0.0,1.0,0.0,1.0,2148.0,0.8,3.6333334,0.3,65980.0,56.0,63.0,119.0,0.47058824,352.0,660.0,0.50151515,0.5,0.0,0.0,1.0,1817.0,0.0,2.4615386,0.2,91861.0,78.0,85.0,163.0,0.4785276,180.0,302.0,0.49668875,0.5,0.0,0.0,0.0,1743.0,0.0,2.2142856,1.1,21513.0,17.0,7.0,24.0,0.7083333,122.0,116.0,0.46551725,1.0,1.0,0.0,0.0,1721.0,6.0,3.44,1.4,43459.0,6.0,7.0,13.0,0.46153846
EUW1_6134309630,1.0,52.0,119.0,0.45378152,0.0,1.0,0.0,0.0,723.0,0.875,1.3488373,0.5,14763.0,10.0,7.0,17.0,0.5882353,122.0,105.0,0.46666667,0.5,0.0,0.0,1.0,702.0,0.0,2.173913,3.9,40468.0,16.0,11.0,27.0,0.5925926,300.0,1220.0,0.50163937,0.5,0.0,0.0,0.0,1416.0,0.0,1.9705882,7.2,4900.0,2.0,6.0,8.0,0.25,87.0,258.0,0.5542636,0.5,0.0,0.0,1.0,1417.0,0.0,1.4594594,0.8,4665.0,0.0,4.0,4.0,0.0,111.0,81.0,0.5555556,0.5,0.0,0.0,1.0,1744.0,0.0,2.3448277,-1.5,2378.0,0.0,0.0,0.0,0.5,231.0,282.0,0.5248227,0.5,0.0,0.0,1.0,1226.0,0.0,4.3333335,-0.5,8514.0,,,,,461.0,153.0,0.47058824,0.5,0.0,1.0,1.0,952.0,0.0,3.5217392,-3.9,12580.0,,,,,241.0,94.0,0.62765956,0.5,0.0,0.0,1.0,1449.0,0.0,4.521739,-7.2,41830.0,,,,,298.0,111.0,0.5855856,0.5,0.0,1.0,0.0,1201.0,0.0,5.9411764,-0.8,22032.0,1.0,1.0,2.0,0.5,180.0,124.0,0.46774194,0.5,0.0,0.0,0.0,758.0,0.0,1.8611112,1.5,34690.0,7.0,11.0,18.0,0.3888889
EUW1_6095897214,0.0,87.0,196.0,0.5714286,0.5,0.0,0.0,0.0,1732.0,0.0,1.3703704,-3.0,5197.0,3.0,1.0,4.0,0.75,544.0,529.0,0.48582232,0.5,0.0,0.0,0.0,1775.0,0.0,3.6842105,-2.3,373129.0,3.0,5.0,8.0,0.375,149.0,281.0,0.5516014,0.6666667,3.0,0.0,0.0,1875.0,3.5882354,3.1333334,0.5,179317.0,86.0,51.0,137.0,0.6277372,141.0,193.0,0.50259066,0.5,0.0,0.0,1.0,1953.0,0.0,2.35,3.1,12646.0,0.0,3.0,3.0,0.0,437.0,1157.0,0.50129646,0.2,5.0,0.0,0.0,1758.0,3.36,3.36,1.1,177930.0,133.0,107.0,240.0,0.5541667,426.0,756.0,0.48280424,1.0,1.0,0.0,1.0,1786.0,5.0,2.8181818,3.0,909248.0,171.0,124.0,295.0,0.579661,60.0,43.0,0.627907,1.0,3.0,1.0,0.0,1727.0,7.0,4.7,2.3,219393.0,22.0,13.0,35.0,0.62857145,387.0,87.0,0.54022986,0.5,4.0,0.0,0.0,1900.0,3.4,2.6,-0.5,274969.0,28.0,13.0,41.0,0.68292683,309.0,756.0,0.50396824,1.0,1.0,0.0,0.0,1745.0,5.3333335,3.52,-3.1,107784.0,51.0,52.0,103.0,0.49514562,384.0,980.0,0.49693877,0.5,0.0,0.0,1.0,1600.0,0.0,1.7857143,-1.1,90071.0,28.0,34.0,62.0,0.4516129
EUW1_6139881868,1.0,419.0,181.0,0.5801105,0.0,4.0,0.0,0.0,1775.0,1.3142858,1.3571428,1.2,25295.0,17.0,10.0,27.0,0.6296296,458.0,1402.0,0.50998574,0.5,0.0,0.0,1.0,1758.0,0.0,2.4857142,-0.8,2256.0,0.0,0.0,0.0,0.5,193.0,79.0,0.37974682,0.0,4.0,0.0,0.0,1833.0,1.3030303,1.1282052,-0.8,42139.0,7.0,17.0,24.0,0.29166666,429.0,418.0,0.5215311,0.5,0.0,0.0,1.0,1775.0,0.0,1.5476191,-0.5,57574.0,14.0,9.0,23.0,0.6086956,247.0,385.0,0.53506494,0.4,5.0,0.0,0.0,1757.0,2.607143,2.607143,-1.0,233452.0,145.0,135.0,280.0,0.51785713,342.0,670.0,0.5044776,0.33333334,3.0,0.0,0.0,1660.0,6.142857,3.142857,-1.2,722577.0,266.0,237.0,503.0,0.528827,299.0,278.0,0.5179856,0.5,0.0,1.0,1.0,1774.0,0.0,2.6111112,0.8,171837.0,25.0,21.0,46.0,0.54347825,199.0,310.0,0.5516129,0.5,0.0,0.0,1.0,1674.0,0.0,2.6774194,0.8,214313.0,34.0,23.0,57.0,0.5964912,180.0,429.0,0.5151515,0.5,0.0,0.0,1.0,1701.0,0.0,1.6744186,0.5,257165.0,87.0,71.0,158.0,0.5506329,816.0,1426.0,0.5035063,0.25,4.0,0.0,0.0,1836.0,1.9166666,1.9642857,1.0,276823.0,192.0,130.0,322.0,0.5962733
EUW1_6139346238,1.0,265.0,373.0,0.5308311,0.5,4.0,0.0,0.0,1948.0,1.9565217,1.6896552,-3.6,701304.0,161.0,138.0,299.0,0.53846157,384.0,860.0,0.5151163,0.75,4.0,0.0,0.0,2001.0,12.166667,7.7,5.9,194650.0,103.0,73.0,176.0,0.58522725,367.0,1540.0,0.5064935,0.5,0.0,1.0,0.0,2060.0,0.0,9.5,0.6,47284.0,26.0,32.0,58.0,0.44827586,276.0,307.0,0.5081433,0.5,0.0,0.0,1.0,1847.0,0.0,2.4186046,-0.9,112269.0,,,,,337.0,341.0,0.5219941,0.0,1.0,0.0,0.0,1787.0,4.2,4.6666665,0.2,182288.0,,,,,435.0,401.0,0.50124687,0.5,0.0,0.0,0.0,1788.0,0.0,3.25,3.6,174418.0,40.0,33.0,73.0,0.5479452,99.0,172.0,0.53488374,0.5,0.0,1.0,1.0,1777.0,0.0,1.9736842,-5.9,52264.0,32.0,40.0,72.0,0.44444445,171.0,299.0,0.5284281,0.6666667,3.0,0.0,0.0,2051.0,1.75,1.8043479,-0.6,139948.0,55.0,36.0,91.0,0.6043956,492.0,437.0,0.5286041,0.5,0.0,0.0,0.0,1874.0,0.0,4.2,0.9,67039.0,4.0,3.0,7.0,0.5714286,579.0,106.0,0.5566038,0.5,0.0,0.0,0.0,1880.0,0.0,3.2222223,-0.2,143560.0,9.0,12.0,21.0,0.42857143
EUW1_6126076214,1.0,233.0,70.0,0.5714286,0.25,4.0,0.0,0.0,2127.0,1.5555556,1.4782609,4.3,57732.0,,,,,41.0,86.0,0.61627907,0.5,4.0,0.0,0.0,2056.0,2.3214285,2.125,-1.7,46121.0,,,,,105.0,119.0,0.5126051,0.5,0.0,0.0,1.0,1954.0,0.0,3.9375,4.1,17696.0,5.0,0.0,5.0,1.0,92.0,325.0,0.4923077,0.5,0.0,0.0,0.0,1503.0,0.0,2.0,-3.2,30765.0,16.0,17.0,33.0,0.4848485,512.0,171.0,0.57894737,0.25,4.0,0.0,0.0,2120.0,2.3809524,1.8125,0.4,704628.0,6.0,9.0,15.0,0.4,762.0,384.0,0.5026042,0.5,0.0,0.0,0.0,1600.0,0.0,1.0238096,-4.3,44947.0,1.0,0.0,1.0,1.0,571.0,834.0,0.4880096,0.25,4.0,0.0,0.0,1736.0,2.7894738,3.0869565,1.7,560249.0,198.0,196.0,394.0,0.5025381,71.0,41.0,0.5365854,0.0,1.0,1.0,1.0,1708.0,2.5714285,1.6595745,-4.1,222.0,,,,,425.0,147.0,0.45578232,0.5,0.0,1.0,0.0,1845.0,0.0,1.9090909,3.2,80300.0,,,,,295.0,229.0,0.51965064,0.5,0.0,0.0,1.0,1897.0,0.0,2.054054,-0.4,2351.0,,,,
EUW1_6141827212,0.0,214.0,293.0,0.55972695,0.5,0.0,0.0,1.0,1705.0,0.0,2.2702703,-5.1,15142.0,0.0,0.0,0.0,0.5,480.0,195.0,0.5538462,0.0,1.0,0.0,0.0,1720.0,1.25,3.6923077,-2.2,392522.0,25.0,17.0,42.0,0.5952381,372.0,356.0,0.5,0.5,2.0,0.0,1.0,1630.0,2.0,1.96875,0.0,10295.0,2.0,6.0,8.0,0.25,240.0,421.0,0.51306415,0.5,0.0,0.0,0.0,1600.0,0.0,2.060606,0.1,68949.0,5.0,6.0,11.0,0.45454547,270.0,200.0,0.45,0.25,4.0,0.0,0.0,1620.0,2.4285715,2.0810812,0.6,643539.0,101.0,110.0,211.0,0.47867298,272.0,104.0,0.5769231,0.5,0.0,0.0,0.0,1873.0,0.0,2.2692308,5.1,259288.0,3.0,3.0,6.0,0.5,61.0,274.0,0.52554744,0.6,5.0,0.0,0.0,1711.0,3.2173913,3.2173913,2.2,74395.0,64.0,54.0,118.0,0.5423729,199.0,692.0,0.5086705,1.0,2.0,0.0,0.0,1684.0,2.125,2.08,0.0,97908.0,89.0,61.0,150.0,0.5933333,269.0,289.0,0.5017301,0.0,1.0,0.0,0.0,1507.0,4.5,2.3428571,-0.1,50792.0,1.0,2.0,3.0,0.33333334,91.0,52.0,0.48076922,0.5,0.0,1.0,0.0,1793.0,0.0,1.744186,-0.6,4720.0,2.0,3.0,5.0,0.4
EUW1_6141696406,0.0,255.0,139.0,0.4532374,1.0,1.0,0.0,0.0,1631.0,2.857143,2.88,0.7,35406.0,1.0,1.0,2.0,0.5,55.0,249.0,0.5180723,0.0,1.0,0.0,1.0,1600.0,0.33333334,0.2244898,2.4,0.0,3.0,4.0,7.0,0.42857143,468.0,860.0,0.5023256,0.5,0.0,0.0,1.0,1777.0,0.0,2.2857144,6.7,48720.0,5.0,5.0,10.0,0.5,52.0,170.0,0.5764706,0.5,0.0,0.0,0.0,1705.0,0.0,3.4761906,-0.5,4709.0,0.0,1.0,1.0,0.0,272.0,277.0,0.53429604,0.5,0.0,0.0,0.0,1675.0,0.0,2.3666666,-2.6,149268.0,4.0,7.0,11.0,0.36363637,110.0,414.0,0.5289855,0.0,1.0,0.0,1.0,1645.0,1.3,1.4318181,-0.7,17059.0,11.0,16.0,27.0,0.4074074,358.0,1345.0,0.5092937,0.5,0.0,0.0,1.0,1838.0,0.0,1.4594594,-2.4,13474.0,10.0,11.0,21.0,0.47619048,465.0,700.0,0.5228571,1.0,2.0,0.0,0.0,1755.0,1.4375,1.8461539,-6.7,50992.0,6.0,8.0,14.0,0.42857143,44.0,162.0,0.5617284,1.0,2.0,0.0,0.0,1753.0,5.4,3.642857,0.5,60631.0,47.0,32.0,79.0,0.5949367,113.0,698.0,0.5114613,0.5,0.0,0.0,0.0,1706.0,0.0,2.409091,2.6,64699.0,41.0,33.0,74.0,0.5540541
EUW1_6138651061,0.0,338.0,221.0,0.5022625,0.4,5.0,0.0,0.0,2062.0,1.4333333,1.4333333,-0.8,4630.0,122.0,114.0,236.0,0.5169492,367.0,14.0,0.64285713,0.5,0.0,0.0,0.0,1682.0,0.0,2.6774194,0.1,177.0,1.0,0.0,1.0,1.0,363.0,330.0,0.5090909,0.6,5.0,0.0,0.0,1547.0,3.36,3.36,0.0,2777.0,160.0,135.0,295.0,0.5423729,419.0,350.0,0.46857142,0.5,0.0,0.0,1.0,1760.0,0.0,2.032258,-0.9,51509.0,,,,,168.0,283.0,0.5300353,0.0,1.0,0.0,1.0,1200.0,3.0,1.6521739,1.8,6158.0,,,,,441.0,229.0,0.51965064,0.5,2.0,0.0,0.0,1814.0,1.75,2.5172415,0.8,696.0,17.0,11.0,28.0,0.60714287,285.0,60.0,0.5833333,0.5,2.0,0.0,0.0,1051.0,7.5555553,2.7297297,-0.1,11215.0,6.0,4.0,10.0,0.6,381.0,182.0,0.53296703,1.0,2.0,1.0,0.0,1735.0,3.2142856,1.9444444,0.0,3110.0,7.0,5.0,12.0,0.5833333,477.0,238.0,0.50840336,0.0,2.0,0.0,0.0,1675.0,2.2,2.2222223,0.9,16277.0,0.0,3.0,3.0,0.0,331.0,168.0,0.4940476,0.5,0.0,0.0,1.0,1417.0,0.0,2.064516,-1.8,4401.0,,,,
